O3,PM10,PM2.5,PM2.5Diff,DayWeek,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,CONT
8,413,41,6,2,8,727,0,59,0.105,13.59,1.8,42,1
9,445,47,19,2,9,727.3,0,50,0.199,16.3,2.2,352,1
13,153,48,16,3,21,723.9,0,43,0,19.77,4.4,88,1
8,187,64,5,3,22,724,0,47,0,18.08,2.7,352,1
8,242,59,22,3,23,723.8,0,49,0,17.44,2.7,325,1
7,241,55,18,4,1,723.3,0,55,0,15.84,2,300,1
6,118,54,12,4,3,722.8,0,57,0,15.22,2.9,304,1
6,118,42,6,4,4,722.8,0,58,0,15.13,3.4,293,1
7,125,48,9,4,5,722.8,0,61,0,14.48,2.1,277,1
8,151,48,17,4,7,723.2,0,61,0.009,14.07,1.4,268,1
61,123,46,14,4,13,722.3,0,35,0.498,24.55,7.8,114,1
7,139,43,13,4,20,721.8,0,50,0,19.85,3.1,75,1
6,212,56,11,4,21,722.1,0,55,0,18.11,2.1,36,1
6,195,45,13,4,22,722.2,0,58,0,17.16,1.8,11,1
52,84,48,24,5,17,722.8,0,51,0.062,23.56,10,91,1
11,140,61,43,5,20,724.8,0,61,0,20.42,8.7,118,1
8,102,50,10,7,18,718,0.02,92,0.007,15.79,1.6,135,1
9,114,60,0,7,19,718.1,0,93,0,15.64,2.5,111,1
7,119,60,33,7,20,718.2,0,93,0,15.47,4.9,114,1
6,72,58,8,7,23,718.2,0,94,0,14.83,3.1,31,1
6,82,50,2,1,0,718,0,94,0,14.57,2.9,27,1
5,79,48,8,1,1,717.7,0,95,0,14.52,2.1,332,1
5,77,56,17,1,2,717.2,0,95,0,14.59,3.9,330,1
7,101,49,11,1,4,716.9,0,95,0,14.42,4.6,289,1
16,144,41,5,1,16,717.7,0,68,0.074,22.58,4,97,1
8,153,46,29,1,17,718.8,0.01,80,0.019,19.9,3.8,325,1
7,46,46,12,3,17,723.2,0.07,93,0.009,7.79,2.8,29,1
5,54,45,12,4,0,723.3,0,95,0,8.18,0.9,150,1
5,75,48,18,4,4,721.8,0,95,0,8.33,1.9,29,1
28,115,46,1,4,12,721,0,67,0.638,18.9,7.6,126,1
33,151,45,9,4,13,720.1,0,62,0.636,20.52,7.9,124,1
6,54,43,30,7,3,724,0,86,0,11.06,4.2,107,1
5,92,63,21,7,6,723.6,0,87,0,10.57,2.9,314,1
6,98,42,12,7,7,723.7,0,87,0.005,10.49,2.5,318,1
7,106,54,7,7,8,723.9,0,87,0.061,10.8,2.4,344,1
10,116,47,4,7,9,724.1,0,84,0.241,12.33,3.7,58,1
15,175,51,23,7,10,723.9,0,78,0.445,14.82,3.6,100,1
21,207,74,19,7,11,723.4,0,70,0.564,17.01,3.5,98,1
31,221,55,46,7,12,722.6,0,62,0.63,19.06,3.5,97,1
39,244,101,17,7,13,721.4,0,56,0.632,20.44,5,113,1
33,232,84,39,7,14,720.5,0,54,0.569,21.25,7.8,118,1
41,212,123,62,7,15,719.9,0,49,0.468,22.59,7.7,114,1
41,241,61,37,7,16,719.6,0,51,0.296,22.8,9.7,111,1
11,113,45,28,7,19,720.4,0,71,0.001,19.03,8.3,101,1
4,212,73,40,7,22,720.7,0,80,0.042,15.76,2.6,64,1
4,292,113,31,7,23,720.6,0,83,0.037,14.86,2.4,15,1
3,327,82,25,1,0,720.2,0,85,0.01,14.38,2.7,320,1
3,233,107,26,1,1,719.7,0,86,0,13.7,2.6,281,1
3,213,81,17,1,2,719.3,0,88,0,12.9,0.9,303,1
3,215,64,4,1,3,718.9,0,89,0,12.67,1.7,246,1
2,192,60,14,1,4,718.4,0,89,0,12.99,2.6,227,1
5,156,46,4,1,5,718.4,0,88,0,12.21,3,230,1
3,172,42,1,1,6,718.6,0,87,0,12.32,3.9,226,1
4,169,41,30,1,7,718.9,0,78,0.017,12.91,3.8,227,1
8,64,54,7,1,18,716.4,0,22,0.004,28.38,5.6,38,1
19,183,47,31,1,19,717.5,0,41,0,25.03,5.6,93,1
7,136,78,7,1,20,718.1,0,45,0,23.02,2,13,1
4,176,71,3,1,21,718.3,0,46,0,22.11,3,218,1
5,278,74,29,1,22,718.6,0,51,0,20.22,1.5,357,1
3,343,103,69,1,23,719.3,0,59,0,19.3,4.6,340,1
4,93,44,4,2,2,719.7,0,53,0,19.43,5.8,227,1
3,190,64,23,3,2,720.9,0,63,0.006,16.02,2,343,1
3,167,41,4,3,3,720.5,0,64,0.002,15.52,2.6,12,1
3,108,41,7,3,6,720.6,0,69,0,13.48,1.1,306,1
3,178,48,12,3,7,720.9,0,69,0.018,14.19,2.9,302,1
3,126,51,6,7,20,724.2,0,91,0,14.88,4.4,9,1
3,122,57,14,7,21,724.4,0,91,0,14.94,3.4,330,1
3,153,71,5,7,22,724.3,0,91,0,14.77,2.4,298,1
2,127,66,22,7,23,724.1,0.01,92,0,14.42,1.8,5,1
3,92,44,13,1,0,723.7,0.02,93,0,14.07,1.2,42,1
3,58,41,21,1,2,722.7,0.01,95,0,14.02,2.1,351,1
3,73,41,36,1,4,722.1,0.01,96,0,14.13,2.3,347,1
4,82,74,23,1,8,721.8,0,96,0.019,14.43,1.4,355,1
4,86,51,3,1,9,722.1,0,96,0.028,14.64,2.8,315,1
6,99,48,15,1,10,722.1,0,96,0.114,15.62,1.9,11,1
28,128,58,11,1,14,719,0,83,0.261,18.64,8.2,105,1
28,131,47,26,1,15,718.5,0,84,0.124,18.33,7,95,1
26,114,73,38,1,16,718.3,0,85,0.039,17.93,7.2,112,1
5,99,58,31,1,19,718.4,0,88,0.015,17.09,1.5,80,1
2,81,51,15,2,4,716.1,0,91,0.196,15.6,0.9,249,1
4,157,66,15,2,7,716.5,0,94,0.106,15.49,2.3,264,1
5,242,51,34,2,8,716.8,0,90,0.163,18.16,3.2,266,1
3,128,69,16,3,21,726.2,0,87,0,7.57,2.1,187,1
2,173,53,8,3,22,726.5,0,87,0,8.17,2.9,238,1
3,154,45,19,3,23,726.9,0,88,0,7.39,3.9,11,1
2,167,44,12,4,1,727,0,90,0,6.48,2.3,320,1
3,108,49,3,4,6,727.5,0,91,0,5.62,0.9,183,1
3,200,46,19,4,7,727.8,0,91,0.024,5.84,0.9,88,1
36,114,47,27,5,12,725.5,0,63,0.662,16.36,6.6,101,1
6,95,43,12,5,20,721.7,0,68,0,16.84,6.3,105,1
24,140,64,7,6,11,718.9,0,69,0.601,20.07,3,102,1
42,222,71,8,6,12,718,0,62,0.637,20.6,6.5,119,1
53,232,63,34,6,13,716.9,0,60,0.642,21.84,9,105,1
6,112,57,2,6,23,716.2,0,76,0,17.58,3.9,72,1
9,128,59,11,7,0,716.1,0,81,0,16.26,3.9,71,1
8,108,48,4,7,1,716,0,85,0,15.33,2.6,46,1
8,97,44,10,7,2,715.8,0,87,0,14.77,2,12,1
14,250,69,14,7,10,717.1,0,67,0.353,22.38,2.9,125,1
23,370,83,45,7,11,717,0,59,0.572,23.84,5,38,1
57,167,50,15,7,14,714.7,0,42,0.596,29.12,10,115,1
77,165,48,3,7,16,714.7,0,46,0.321,28.09,15.5,112,1
45,180,51,28,7,17,715,0,47,0.055,27.47,13.9,118,1
19,114,42,8,7,19,715.9,0,45,0,25.69,8.1,135,1
6,110,50,13,7,20,716.3,0,48,0,24.72,4.1,150,1
4,141,63,13,7,21,716.6,0,52,0,23.69,3.3,115,1
3,242,50,34,7,22,716.7,0,56,0,22.74,3.6,94,1
4,218,84,26,7,23,716.9,0,66,0,20.67,3.4,353,1
3,280,58,18,1,0,717.1,0,68,0,19.89,1.5,351,1
62,110,50,0,1,15,717.1,0,60,0.393,25.71,10.7,108,1
59,114,50,10,1,16,717.4,0,61,0.257,25.54,10.7,106,1
41,125,60,17,1,17,718,0,63,0.078,24.63,9.8,104,1
27,110,43,3,1,18,718.8,0,67,0.009,23.73,8.3,105,1
5,117,41,32,1,21,720.7,0,77,0,21.82,2.7,57,1
6,161,47,14,1,23,721.9,0,80,0,20.89,7.1,355,1
8,56,48,22,3,18,719.1,0,92,0.001,4.94,9.7,111,1
3,109,52,14,5,3,717.2,0,78,0,9.08,0.9,312,1
46,101,48,27,5,12,719.4,0,40,0.704,19.8,9.7,120,1
26,77,41,5,7,15,721.8,0,76,0.228,12.25,3.2,39,1
5,116,53,7,7,21,723.3,0,91,0,8.7,5.3,120,1
4,129,46,23,7,22,723.6,0,92,0,8.3,5.2,107,1
15,69,41,3,1,13,723.2,0,90,0.2,12.41,4.9,86,1
19,102,60,10,1,15,722.3,0,87,0.18,12.3,7.6,115,1
21,121,50,20,1,16,722.3,0,87,0.179,12.39,7.4,110,1
21,142,70,27,1,17,722.7,0,88,0.065,12.01,6.6,113,1
16,163,43,21,1,18,723.1,0,88,0.005,11.59,5.2,112,1
6,128,68,1,1,20,724,0,91,0,11.03,2.1,161,1
3,141,69,20,1,21,724.5,0,92,0,11.36,1.2,284,1
7,121,49,33,1,22,724.9,0,92,0,11.67,3.6,109,1
37,180,47,8,3,13,716.4,0,70,0.659,20.68,5.5,69,1
36,194,55,28,3,14,715.5,0,72,0.6,21.35,5.8,71,1
8,153,60,38,3,19,714.2,0,87,0.014,18.68,5.4,71,1
19,120,79,40,4,10,715.9,0,85,0.339,20.99,2.8,311,1
44,120,60,18,4,12,714.7,0,71,0.704,23.19,7.7,122,1
50,158,42,3,4,13,713.8,0,68,0.646,24.57,8,114,1
58,159,45,9,4,14,713.1,0,66,0.557,25.66,10,112,1
63,138,50,4,4,16,712.9,0,64,0.165,25.79,8.3,96,1
52,152,46,29,4,17,713.3,0,65,0.075,25.15,7.6,103,1
20,183,75,18,4,18,713.8,0,74,0.011,23.39,6,55,1
6,219,57,17,4,19,714.7,0,77,0,22.3,4.9,19,1
2,223,42,21,4,22,716.6,0,80,0,21.47,4.4,336,1
31,68,42,30,6,12,732,0,63,0.244,7.67,9.1,110,1
26,83,42,12,7,19,725.7,0,64,0,12.17,6.3,74,1
23,82,54,26,7,20,725.5,0,68,0,11.32,4.9,82,1
7,107,45,19,1,0,726.4,0,70,0,11.74,3,33,1
9,77,43,10,1,5,723.3,0,79,0,10.79,7.1,122,1
3,100,67,4,1,21,720.8,0.04,90,0,12.05,4.3,103,1
2,103,63,13,1,22,720.1,0.01,93,0.001,11.97,3.4,164,1
3,99,50,2,1,23,719.6,0,94,0.002,12.31,2.3,212,1
3,91,52,3,2,0,718.8,0,93,0,12.46,3.7,85,1
6,87,49,3,2,1,718.6,0,94,0,11.41,3.9,74,1
9,92,46,8,2,2,718.3,0,95,0,11.3,2.2,314,1
5,86,54,32,2,3,717.8,0.01,95,0.121,11.56,2.5,321,1
54,113,42,10,5,18,719.9,0,59,0.018,20.34,10.2,129,1
44,122,52,7,5,19,720.4,0,62,0,19.41,8.4,126,1
34,137,45,9,5,20,720.8,0,63,0,18.83,7.6,115,1
28,197,47,16,5,22,720.9,0,68,0,17.37,4.6,113,1
7,114,47,13,6,10,721.9,0.02,86,0.119,15.93,5.1,312,1
27,63,42,2,6,14,719.9,0.04,75,0.068,15.92,0.9,0,1
20,63,44,5,6,15,720,0.06,81,0.062,15.05,1.8,122,1
17,186,53,21,4,19,718.2,0,83,0.294,20.44,7.4,116,1
3,234,68,2,5,1,718.5,0,94,0.371,17.4,0.9,346,1
4,394,70,13,5,8,718.5,0,94,0.517,18.83,0.9,136,1
5,388,57,3,5,9,718.6,0,90,0.188,20.63,0.9,12,1
13,346,54,10,5,10,718.5,0,81,0.344,22.3,2.5,353,1
25,184,44,46,5,11,718.1,0,74,0.435,23.87,4.3,77,1
31,168,90,31,5,12,717.7,0,74,0.382,23.5,6.6,58,1
44,184,59,21,5,13,717.3,0,71,0.493,24.13,7.5,93,1
4,132,41,2,5,19,717.6,0,84,0,21.19,6,84,1
6,140,43,8,5,20,718.1,0,86,0,20.94,7.9,102,1
4,169,61,53,6,8,720.1,0,94,0.13,20.63,0.9,22,1
11,237,61,2,6,10,720.8,0,82,0.247,22.91,4.6,110,1
19,243,63,9,6,11,720.7,0,80,0.266,22.94,7.5,110,1
30,146,54,17,6,12,720.6,0,82,0.276,22.72,9.2,108,1
33,140,60,7,6,14,719.7,0,80,0.123,23.05,6.9,112,1
37,184,53,11,6,15,719.6,0,78,0.284,24.08,3.8,78,1
38,161,42,30,6,16,719.3,0,74,0.141,24.48,6.6,106,1
27,166,72,8,6,17,719.6,0,76,0.06,23.64,6.3,97,1
20,144,80,4,6,18,719.5,0,79,0.012,22.89,7.4,127,1
11,177,76,7,6,19,720,0,84,0,22.16,4.6,82,1
4,187,69,12,6,20,720.5,0,86,0,21.9,3.9,70,1
9,174,57,17,6,21,720.9,0,87,0,21.66,6.6,86,1
11,128,74,17,6,22,720.9,0.04,92,0,20.7,7.7,100,1
4,75,57,24,6,23,720.8,0.05,94,0,20.07,4.6,16,1
36,58,48,8,7,17,718.7,0,74,0.07,22.52,3.7,118,1
12,53,48,16,1,6,720.8,0,96,0,17.6,0.9,54,1
43,54,51,1,1,16,718.7,0,57,0.324,27.39,13.9,111,1
42,104,50,3,1,17,718.9,0,65,0.201,26.1,14.8,119,1
32,88,53,26,1,18,719.4,0,70,0.028,24.5,14.3,116,1
7,127,68,43,2,0,721.7,0,83,0,20.44,1.2,216,1
3,221,56,49,2,7,721.9,0,92,0.082,18.01,0.9,34,1
34,341,73,45,2,10,722.2,0,62,0.576,24.96,5.4,125,1
39,83,47,24,2,16,719,0,44,0.379,28.51,12.9,127,1
10,151,61,49,3,8,720,0,64,0.257,19.85,5.7,321,1
43,108,56,37,3,11,719.4,0,53,0.701,25.7,5.7,38,1
40,90,42,31,3,14,717.8,0,47,0.669,28.79,7.6,95,1
46,126,70,24,3,17,717,0,48,0.207,28.58,13,124,1
32,91,46,34,3,18,717.2,0,53,0.032,27.43,12.9,117,1
5,140,57,31,4,7,717.2,0,94,0.024,17.49,6.2,316,1
23,158,48,7,4,10,717.8,0,78,0.575,22.88,6.1,57,1
21,137,55,5,4,11,717.7,0,76,0.535,22.95,8.4,88,1
23,158,60,38,4,12,717.4,0,80,0.488,21.89,9.1,84,1
46,104,80,27,4,16,715.8,0,74,0.318,23.14,9.9,109,1
42,128,53,22,4,17,715.6,0,74,0.182,23.31,10.3,112,1
40,137,75,2,4,18,715.7,0,78,0.035,22.39,10,110,1
41,148,77,51,4,19,716,0,80,0,21.96,7.6,106,1
17,182,55,19,4,21,717,0,83,0,21.44,5.8,106,1
7,181,74,21,4,22,717.2,0,86,0,20.38,1.9,35,1
7,164,53,31,4,23,717.5,0,87,0,20.91,4.7,8,1
3,108,62,28,5,4,716,0,87,0,19.89,3.3,212,1
7,118,64,44,5,6,716.8,0,88,0.001,19.22,6.1,324,1
22,137,42,28,5,15,720.7,0,61,0.047,18.24,15.1,356,1
21,61,50,11,5,20,723.3,0,61,0,16.99,8.7,357,1
11,54,42,1,7,2,723.5,0,48,0,15.1,3.8,28,1
13,102,41,26,7,3,723.3,0,53,0,13.94,2.8,351,1
34,104,41,10,7,10,724,0,42,0.613,21.68,3.6,20,1
19,116,66,39,7,20,721.3,0,50,0,23.93,8.9,111,1
12,137,47,21,7,22,722.1,0,58,0,19.75,5.1,59,1
18,229,50,18,1,9,721.6,0,57,0.458,23.57,4.6,83,1
33,195,68,26,1,10,721.7,0,49,0.607,25.47,6.2,50,1
56,179,42,3,1,11,721.6,0,42,0.723,27.62,5.7,99,1
18,96,64,45,1,22,721.6,0,72,0,21.77,7.4,97,1
39,102,55,21,2,11,722.5,0,61,0.7,25.83,5.1,67,1
88,123,54,8,2,14,720.6,0,50,0.69,28.62,12.9,98,1
52,177,46,25,2,15,719.9,0,42,0.579,29.39,15.9,111,1
20,110,49,2,2,21,721.2,0,72,0,23.58,14.5,112,1
19,106,47,16,2,22,721.3,0,82,0,21.95,14.3,104,1
16,87,72,35,3,5,719.6,0,94,0,19.04,4.2,51,1
14,97,69,21,3,8,720.7,0,92,0.097,19.34,5.1,70,1
16,95,48,10,3,9,720.7,0,88,0.149,20.1,5.3,86,1
42,98,51,18,3,16,717.9,0,65,0.231,24.3,8.9,103,1
36,107,69,45,3,17,717.9,0,65,0.079,23.94,8.7,109,1
10,116,51,14,3,20,718.3,0,73,0,22.41,6.4,112,1
13,68,58,37,4,3,716.4,0,92,0,18.92,4,42,1
30,77,50,33,4,12,717.5,0,72,0.56,24.76,11.8,103,1
35,114,44,25,4,14,716.4,0,72,0.641,24.77,14.3,116,1
47,94,67,15,4,17,715.8,0,67,0.179,25.8,11.8,121,1
41,107,52,42,4,18,716.2,0,70,0.038,25.07,11.1,116,1
31,135,51,3,4,20,716.9,0,73,0,24.06,6.8,97,1
22,163,54,12,4,21,717.5,0,74,0,23.65,4.1,94,1
3,204,42,26,4,22,717.9,0,78,0,22.54,1.2,50,1
5,208,68,28,4,23,717.9,0,79,0,22.16,4.1,73,1
12,161,96,32,5,0,717.9,0,84,0,21.34,6.9,94,1
12,118,64,37,5,1,717.7,0,89,0,20.49,3.6,97,1
7,89,46,2,5,4,717.3,0,95,0,18.57,3.6,349,1
7,115,44,22,5,5,717.4,0,96,0,18.5,3.2,312,1
9,124,66,19,5,6,717.9,0,96,0.001,19.06,4.2,324,1
8,158,47,29,5,7,718.3,0,96,0.067,19.87,3,282,1
37,191,41,8,5,10,718.8,0,68,0.553,26.6,3.7,315,1
65,172,80,40,5,15,716.1,0,51,0.553,30.47,13.1,102,1
40,129,47,11,5,17,716,0,49,0.211,30.58,14.3,108,1
22,107,48,4,5,19,716.6,0,57,0,28.59,11.5,107,1
15,111,44,24,5,20,717.1,0,62,0,27.45,10.8,110,1
15,92,72,1,5,23,718.1,0,86,0,23.11,11.7,107,1
14,79,73,49,6,0,717.9,0,90,0,22.33,9,104,1
13,71,45,22,6,3,716.8,0,94,0,20.88,2.6,72,1
15,82,53,46,6,9,718.4,0,87,0.151,22.38,4.1,10,1
46,57,45,6,6,12,718.3,0,69,0.747,27.18,6.1,51,1
46,75,59,0,6,16,716.9,0,59,0.354,30.52,6.1,43,1
42,60,59,25,6,17,717.3,0,63,0.162,29.67,7.1,77,1
37,119,84,43,6,18,718,0,65,0.023,28.53,9.9,108,1
27,99,41,5,6,19,718.8,0,68,0,27.72,11.6,103,1
21,110,46,24,6,20,719.5,0,69,0,27.45,9.2,103,1
18,109,48,25,6,22,720.7,0,71,0,26.86,3.4,76,1
18,109,73,45,6,23,721,0.01,78,0,25.57,10,101,1
11,115,41,19,7,3,720.8,0.01,94,0,21.85,10.8,110,1
30,66,42,16,1,16,715.5,0,68,0.258,25.33,10.3,100,1
12,88,41,19,1,22,717,0,88,0,21.82,10.8,99,1
30,100,55,39,2,16,716.8,0,76,0.225,25.06,10.2,120,1
12,133,59,27,2,19,717.1,0,76,0.002,24.01,6.3,97,1
3,142,86,46,2,20,717.8,0,81,0.003,23.11,3.9,48,1
3,191,50,31,2,22,718.6,0,86,0,21.91,2.5,44,1
7,88,61,49,3,2,717.9,0,93,0,20.42,3.5,26,1
13,141,42,9,3,10,719.4,0,96,0.179,21.29,2.5,31,1
21,106,51,18,3,11,719.5,0,92,0.181,21.89,3.2,52,1
44,92,43,3,3,13,719,0,76,0.395,24.92,3,77,1
59,97,74,39,3,15,718.1,0,71,0.408,26.19,9.2,114,1
8,162,50,16,3,20,718.2,0,75,0,24.44,6.6,102,1
7,87,45,19,4,2,717.9,0,90,0.014,19.59,1.3,22,1
5,88,54,12,4,5,717.4,0,94,0.093,19.03,3.8,27,1
3,120,42,27,4,6,717.7,0,95,0.042,18.99,1.4,33,1
7,125,42,5,4,9,718.2,0,96,0.058,19.92,3.4,70,1
13,115,45,25,4,11,718.3,0,93,0.121,21.53,2.9,105,1
13,112,70,2,4,12,717.8,0,89,0.125,21.43,4.7,79,1
18,165,68,52,4,13,717.2,0,86,0.232,22.19,5.6,102,1
39,128,41,27,4,15,715.8,0,71,0.453,26.03,8.4,123,1
5,196,60,15,4,20,715.9,0,78,0,24.84,4.1,37,1
3,178,75,18,4,21,717.7,0.01,81,0,24.42,4.4,8,1
5,185,93,72,4,22,716.4,0.01,88,0.011,22.95,6.6,51,1
7,87,42,8,5,0,718.7,0.04,89,0,21.75,2.7,331,1
5,83,50,25,5,1,718.4,0.02,92,0.011,21.26,1.4,152,1
3,53,42,1,5,5,715.8,0,92,0,19.01,1.1,313,1
3,73,43,25,5,6,716.1,0,93,0.003,19.12,1.3,310,1
11,70,55,12,5,9,716.7,0,78,0.452,25.13,3.9,323,1
27,109,43,3,5,10,716.5,0,69,0.597,27.53,5.1,332,1
79,112,68,40,5,13,715.7,0,52,0.69,31.63,7.8,106,1
88,125,77,5,5,15,714.6,0,55,0.443,32.01,10.1,116,1
83,128,72,16,5,16,714.5,0,54,0.363,31.85,11.9,109,1
59,108,56,12,5,17,714.7,0,54,0.176,31.22,11.9,110,1
30,105,44,13,5,18,715.3,0,59,0.041,29.8,10.9,104,1
3,212,61,6,5,22,716.5,0,75,0,26.23,3.3,45,1
11,166,55,16,5,23,716.7,0,78,0,24.91,3.6,64,1
10,85,48,10,7,6,719.6,0,96,0.197,20.5,4,48,1
39,107,46,24,7,12,719.4,0,79,0.304,24.08,7.2,104,1
14,79,62,11,7,18,717.2,0.04,84,0.314,23.04,4.9,72,1
11,78,51,45,7,19,717.6,2.4,91,0.032,21.8,5.6,0,1
33,99,51,4,1,17,713.8,0,76,0.13,25.55,11.7,104,1
22,79,55,48,1,18,714,0,80,0.091,24.92,9.9,110,1
57,77,45,4,2,14,717.2,0,64,0.532,27.59,10.2,109,1
47,69,49,41,2,15,716.7,0,66,0.48,27.65,10.1,109,1
7,149,44,15,2,20,718,0,79,0,24.97,6.7,70,1
15,57,47,28,3,3,718.6,0,92,0,21.38,4.3,36,1
8,70,46,11,4,3,719.1,0,92,0,17.89,3.9,21,1
5,72,66,39,4,5,719.1,0,93,0,17.83,3.7,19,1
45,78,61,3,4,12,719.1,0,75,0.479,22.46,9.1,78,1
54,80,64,13,4,13,718.5,0,75,0.409,22.57,10,65,1
43,98,51,36,4,14,718,0,76,0.282,22.5,10.2,84,1
43,81,54,38,5,14,715.6,0,65,0.5,26.8,7,79,1
61,74,54,28,5,16,714.8,0,63,0.396,27.75,9.7,118,1
24,70,60,41,5,18,714.9,0,69,0.069,26.23,10,114,1
15,109,81,71,5,20,716.6,0.11,84,0.213,22.65,4.2,18,1
3,96,78,59,5,22,717.1,0,88,0.01,22.53,1.9,137,1
5,63,44,15,6,2,716.1,0,87,0.001,21.43,1.4,18,1
3,95,59,27,6,3,715.7,0,92,0,21.1,1.7,311,1
4,140,63,36,6,7,716.6,0,93,0.101,21.68,0.9,113,1
25,174,72,27,6,10,717.2,0,77,0.307,25.8,4.6,41,1
28,103,45,10,6,11,717,0,79,0.334,25.6,7.1,93,1
38,169,55,47,6,12,716.5,0,77,0.501,26.04,9.2,86,1
7,126,54,8,6,21,716.5,0,79,0,25.24,4.4,47,1
6,194,62,37,6,22,716.5,0,85,0.001,24.28,6.1,83,1
11,248,55,25,7,2,715.8,0,94,0,23.08,3.9,53,1
5,135,80,3,7,4,715.3,0,94,0,22.54,3.4,85,1
4,169,77,21,7,5,715.1,0,95,0.01,22.5,7.1,135,1
4,136,56,27,7,6,715.8,0,94,0.022,22.49,6.5,13,1
8,157,55,42,7,9,716.6,0,87,0.153,23.32,3.3,326,1
44,97,46,10,7,12,714.9,0,57,0.797,28.56,6.6,66,1
48,120,96,63,7,16,713.2,0,58,0.29,29.21,17.2,114,1
28,122,48,11,7,18,714.1,0,73,0.063,26.06,17.1,105,1
23,69,52,43,7,21,715.6,0,83,0.001,23.32,12.5,112,1
13,60,46,30,1,20,715.6,0,84,0,23.72,5.1,94,1
6,78,56,21,1,22,716.6,0,86,0.008,22.25,1.6,342,1
9,71,46,36,2,4,716.1,0,88,0.001,20.68,3.2,299,1
18,75,59,28,3,9,718.9,0,95,0.057,17.14,3.9,76,1
36,78,46,23,3,13,717.6,0,84,0.26,21.37,2.6,66,1
38,86,69,33,3,14,717.2,0,80,0.252,21.53,4.9,118,1
38,123,49,15,3,16,716.5,0,83,0.144,21.33,7.9,92,1
42,118,64,35,3,17,716.4,0,83,0.101,21.42,8,100,1
17,127,59,19,3,19,716.7,0,88,0,20.41,5.7,79,1
21,53,52,47,4,1,716.7,0,95,0,18.86,5.2,102,1
55,123,102,3,4,18,714.8,0,77,0.07,26.54,7.2,102,1
29,166,105,40,4,19,715.2,0,82,0.005,25.41,5.4,85,1
11,199,65,37,4,20,715.8,0,86,0.023,24.47,5,79,1
13,138,47,7,4,23,716.5,0,90,0.055,23.72,7.3,102,1
3,78,72,25,5,5,716.4,0,94,0.044,22.48,0.9,70,1
3,107,47,39,5,6,716.7,0,95,0.063,22.41,1.1,316,1
22,134,81,60,5,9,717.4,0,81,0.459,26.98,4.5,7,1
42,105,95,44,5,11,717.1,0,74,0.508,28.3,8.5,95,1
39,93,51,26,5,12,716.7,0,74,0.755,28.56,11.7,99,1
29,102,77,44,5,13,716.3,0,75,0.73,28.67,13.6,92,1
35,129,41,11,6,11,715.4,0,74,0.733,27.83,5.2,18,1
61,123,42,13,6,13,713.9,0,64,0.705,30.19,8,108,1
76,125,55,2,6,14,713.2,0,58,0.633,31.27,9.7,110,1
71,92,57,6,6,15,712.5,0,61,0.398,31.8,11.1,116,1
29,117,63,46,6,17,712.3,0,67,0.113,30.91,7.8,96,1
3,51,51,13,6,21,713.4,0,80,0.107,25.84,2.6,146,1
12,86,64,46,6,22,713.9,0,85,0.035,25.79,10.1,110,1
6,99,48,6,7,1,714,0,87,0.017,23.66,2.3,360,1
4,104,54,15,7,2,713.6,0,88,0.026,23.52,2.5,333,1
3,109,45,11,7,5,714,0,89,0.008,22.33,4.4,273,1
3,130,56,10,7,6,714.4,0,91,0.028,22.14,2.6,265,1
4,167,66,26,7,7,714.9,0,89,0.114,24.48,2.2,112,1
30,80,56,37,7,12,714.5,0,64,0.707,30.59,11.3,16,1
22,86,42,18,7,22,714,0,81,0,25.77,8.7,114,1
4,84,46,43,1,4,712.6,0,84,0,23.31,1.9,178,1
3,97,89,11,1,5,712.6,0,87,0,22.81,3.3,326,1
3,221,78,73,1,6,713,0,89,0.015,22.53,2.1,315,1
18,117,52,52,1,23,709.2,0,75,0,27.06,8.4,113,1
17,114,104,54,2,0,709.2,0,86,0,26.04,4.1,102,1
16,185,50,11,2,1,708.8,0,90,0,24.9,1.4,65,1
40,77,55,30,2,20,714,0,35,0,25.31,8,117,1
6,78,41,17,5,6,720.3,0,67,0.021,15.23,3.8,357,1
23,58,41,18,7,21,718.6,0,74,0,22.87,12,105,1
31,59,47,15,1,16,717.1,0,76,0.139,23.47,10.5,89,1
10,98,45,21,2,16,717.5,0.02,93,0.056,21.98,4.3,116,1
15,101,50,41,4,10,717,0,96,0.787,21.95,7.3,94,1
33,60,41,9,4,15,714.8,0,65,0.327,28.07,12.1,111,1
14,76,41,5,4,20,714.9,0,80,0,25.37,10.1,111,1
13,118,46,7,4,21,715.4,0,84,0.001,24.87,11.6,107,1
16,95,53,19,4,22,715.5,0,91,0,23.84,12.5,103,1
10,134,48,4,5,5,714.7,0,94,0.042,22.47,4.8,100,1
6,81,44,24,5,6,715.2,0,95,0.064,22.34,4.2,76,1
40,62,45,21,5,11,716.5,0,72,0.745,27.49,9.3,102,1
50,96,57,7,5,14,715.1,0,62,0.694,30.12,12.7,107,1
38,105,50,32,5,15,714.4,0,61,0.572,30.8,12.7,112,1
28,80,58,26,5,17,713.8,0,66,0.191,29.97,16.1,113,1
18,110,49,10,5,19,714.1,0,72,0,28.57,10,121,1
12,157,59,6,5,20,714.5,0,76,0,27.84,8.2,114,1
11,145,53,1,5,21,714.6,0,78,0,27.26,9.3,104,1
15,288,54,4,6,1,715,0,93,0.002,24.51,4.7,48,1
