O3,PM10,PM2.5,PM2.5Diff,DayWeek,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,CONT
14,54,22,14,7,4,720.9,0.08,95,0,21.36,9.3,122,0
21,52,16,2,3,18,719,0,46,0.045,33.2,12.4,81,0
15,212,36,34,6,3,714.5,0,93,0.005,23.93,5,92,0
15,43,5,43,1,4,720.2,0,96,0,17.53,1.5,74,0
14,25,24,9,5,0,719.7,0,92,0.008,22.59,9.9,105,0
9,69,15,6,5,2,721.5,0,84,0.398,10.64,16.2,347,0
35,61,23,4,1,20,716.3,0,57,0,30.3,15.3,85,0
11,77,22,11,7,23,722,0,71,0,26.64,12.3,100,0
46,34,5,2,7,13,718.7,0,52,0.884000003,32.25,8.8,119,0
39,64,7,24,3,16,716.3,0,39,0.495,35.96,10.2,134,0
40,119,32,1,3,12,717.1,0,59,0.890999973,30.54,7.9,97,0
10,69,33,6,1,0,722,0,75,0,25.54,10.8,98,0
44,44,29,6,1,18,715.6,0,34,0.122,34.11,12.2,91,0
32,74,16,17,5,16,717.6,0,61,0.185,28.75,9.9,120,0
27,37,29,11,1,9,720.3,0,73,0.58,28.13,4.6,350,0
36,70,5,8,6,13,719.8,0,57,0.485,27.87,12.1,111,0
12,41,5,1,4,10,724.4,0,91,0.203,15.57,3.8,307,0
29,86,10,3,6,12,725.4,0,78,0.342,18.57,14.4,105,0
6,33,24,3,3,9,725.3,0,93,0.073,3.91,3.6,22,0
3,48,21,6,5,5,722.7,0,96,0.01,10.8,3,313,0
23,58,5,22,1,19,709,0,46,0,30.59,10.6,114,0
20,120,23,16,6,22,719.5,0,56,0,29.72,13.4,118,0
22,44,16,4,2,15,718,0.04,86,0.039,16.79,3.1,325,0
27,57,17,10,5,17,718.5,0,79,0.29,25.14,13.9,105,0
37,71,28,7,7,20,717.4,0,42,0,31.98,12.1,101,0
88,94,26,37,4,15,712.1,0,34,0.388,37.53,12.2,77,0
13,83,30,7,6,23,720.4,0,64,0,27.86,11,86,0
47,68,35,17,7,13,714.7,0,57,0,28.84,11.4,119,0
36,75,21,5,6,17,714,0,37,0.308,36.68,14.8,81,0
23,77,34,10,6,16,718.1,0,66,0.085,27.18,9.8,107,0
7,211,10,23,6,9,728.7,0,84,0.176,9.51,0.9,342,0
31,67,22,3,4,17,717.7,0,31,0.301999986,35.97,14.4,113,0
24,83,9,24,6,17,719.8,0,77,0.172,17.47,3.4,19,0
5,72,36,6,4,8,718,0,96,0.06,19.57,3.6,58,0
26,40,25,7,5,14,716.1,0,64,0.295,28.89,11.3,102,0
54,113,37,5,3,13,717.8,0,34,0.577,28.38,5.2,118,0
15,111,36,4,7,17,721.7,0,82,0.043,10.71,6.8,108,0
6,147,31,17,2,1,726.2,0,49,0,13.76,0.9,268,0
20,87,27,0,6,15,714.5,0,77,0.167,26.98,7.3,98,0
7,85,16,5,6,7,716.4,0,93,0.135,22.51,2.4,28,0
50,84,23,14,1,15,714.7,0,71,0.517,26.57,6.2,109,0
28,54,19,19,7,0,717.8,0,76,0,25.39,12.2,92,0
14,114,28,9,2,22,717.9,0,84,0,18.26,8.4,101,0
42,62,5,3,4,20,720.6,0,50,0,19.69,12.5,128,0
8,95,30,3,3,20,717.8,0,53,0,30.13,6.2,99,0
9,188,28,41,1,3,722.7,0,75,0,9.56,2.1,310,0
13,97,7,29,3,8,720,0,83,0.192,24.99,4.3,70,0
3,101,9,52,3,6,719.5,0,75,0.005,16.39,3.7,299,0
27,74,9,25,7,22,715.8,0,76,0,22.97,9.9,91,0
7,267,31,8,4,8,723.3,0,55,0.132,17.32,2.2,298,0
30,68,6,3,5,11,723,0,71,0.692,18.63,5,5,0
24,74,9,25,5,12,719.4,0,79,0.113,15.78,13.3,356,0
15,41,19,8,1,7,719.9,0,84,0.044,24.03,4.1,53,0
6,53,19,1,2,6,718.8,0,89,0.014,23.95,4.5,51,0
26,86,31,8,2,18,716.1,0,36,0.086999997,34.2,12.7,125,0
5,62,29,0,6,17,717.9,0,92,0.005,6.52,4.6,103,0
4,36,10,4,7,5,718.1,0,96,0,6.64,1.3,114,0
19,35,9,1,2,2,718.5,0,80,0,23.26,4.6,16,0
13,142,20,2,2,20,721.7,0,39,0,22.23,6.2,130,0
5,83,15,18,3,6,724.7,0,57,0.001,13.4,3.2,283,0
13,87,35,5,3,19,717.3,0,52,0.01,30.61,7.4,121,0
45,103,20,2,5,13,724.5,0,60,0.647,17.81,7.2,110,0
9,204,19,10,5,8,720.1,0,90,0.094,23.61,6.1,49,0
18,85,19,11,2,23,717.1,0,65,0,28.09,13,101,0
19,50,16,7,4,6,718.5,0,92,0,20.31,6.8,100,0
30,110,27,6,1,21,716.8,0,64,0,29.02,12.6,93,0
27,132,10,0,3,19,720.4,0,67,0,26.94,7.9,152,0
10,85,28,2,2,6,719.2,0,92,0.02,22.87,6.1,106,0
21,31,11,0,7,4,720,0,94,0,14.73,8.3,85,0
7,75,39,15,3,5,717.5,0,95,0,19.56,3.8,67,0
33,44,32,4,3,15,717.1,0,62,0.273,26.28,9.5,126,0
50,58,8,6,1,11,712,0,41,0.772,32.76,6,100,0
10,70,32,7,3,1,716.9,0,81,0,26.26,6.9,72,0
6,15,12,1,6,0,721.7,0,96,0,4.86,4.1,83,0
30,82,23,1,2,12,732.5,0,69,0.463,11.45,6.9,109,0
36,33,11,3,5,2,716.5,0,47,0.001,22.3,5.7,296,0
30,91,26,0,6,18,714.1,0,35,0.119,36.37,14,91,0
4,99,22,16,3,4,716.5,0,90,0,23.13,4.4,69,0
20,37,7,2,5,17,730.3,0,64,0.057,8.31,9,3,0
2,115,27,6,5,1,723.6,0,92,0.002,12.11,1.1,331,0
6,97,39,7,5,3,717.3,0,93,0,18.96,3.6,16,0
14,75,36,7,4,9,719.8,0,92,0.075,20.64,3.7,92,0
8,75,21,8,5,6,718.8,0,92,0.023,22.99,8.8,104,0
24,57,19,8,3,16,719.2,0,75,0.083,24.78,8.3,92,0
23,110,34,6,5,19,718,0,51,0.011,30.28,16.5,125,0
22,45,17,2,7,11,720.1,0,94,0.158,15.71,7.3,99,0
36,57,19,12,7,18,723.4,0,62,0.003,25.08,11.7,114,0
16,41,27,2,4,4,718.6,0,87,0.014,18.72,3.1,19,0
19,106,12,29,5,9,718.9,0,80,0.386,23.43,4.6,333,0
41,63,12,18,2,10,718.3,0,67,0.69,31.46,4.7,348,0
11,69,32,4,5,19,716.3,0,69,0,28.02,8.6,95,0
10,84,27,34,4,20,717.3,0,79,0,26.02,5.3,50,0
35,79,16,6,5,12,720.1,0,68,0.489,26.88,8.5,95,0
18,68,13,6,3,1,720.4,0,91,0,19.63,7.4,96,0
10,78,10,12,6,7,719,0,86,0.075000003,24,5.3,65,0
20,42,5,10,5,18,730.8,0,65,0.006,7.73,9.1,6,0
11,125,17,27,3,6,717.9,0,95,0.041,22.75,12.2,110,0
38,97,19,2,6,16,714.3,0,40,0.512,36.48,13.7,89,0
18,63,26,16,4,18,718,0,66,0,26.87,4.6,135,0
39,61,27,9,1,17,708.5,0,35,0.132,32.92,13.2,114,0
25,44,18,2,7,14,719.3,0,81,0.135,20.37,4.4,38,0
61,98,24,2,2,14,719.8,0,44,0.683,28.63,11.6,125,0
53,50,22,7,5,16,713.7,0,46,0.139,28.27,12.2,80,0
62,77,7,10,6,16,722.5,0,24,0.419,25.23,8.7,94,0
32,104,17,9,2,4,710,0,58,0.002,23.93,17.3,331,0
47,83,37,8,2,16,714.9,0,39,0.523999989,36.26,13,116,0
45,60,6,27,6,16,717.9,0,32,0.403,36.21,11.1,76,0
12,75,20,12,2,2,719.1,0,85,0.009,23.55,5,63,0
42,81,25,1,5,11,718.7,0,67,0.837000012,28.55,7.3,93,0
33,75,12,1,6,10,720.3,0,46,0.702,33.49,5.2,42,0
23,91,19,4,2,17,716.9,0,67,0.072,18.59,12.5,359,0
10,100,10,68,5,21,717,0,87,0.128,22.15,1.5,90,0
39,78,33,11,2,12,718.6,0,59,0.827000022,31,8.5,101,0
36,95,12,20,7,9,720.8,0,74,0.461,25.76,5.5,61,0
26,83,37,2,7,19,714.7,0,79,0.002,24.8,15.6,103,0
75,23,19,11,4,17,715.3,0,31,0.026,32.28,9.1,66,0
10,31,12,3,6,17,727.8,0,86,0.015,6.53,7.4,353,0
6,42,14,9,6,9,728.9,0,94,0.066,9.67,6.1,124,0
38,64,5,17,6,12,720.7,0,60,0.855000019,28.98,12.8,105,0
27,55,34,4,1,12,720.6,0,69,0.563,28.28,8,82,0
19,82,33,23,1,21,719.9,0,67,0,29.24,17.1,77,0
28,101,32,5,6,19,718.8,0,46,0.011,31.28,15,85,0
7,66,26,4,6,15,718.3,0,89,0.04,6.96,4,58,0
14,85,13,13,7,22,726.1,0,70,0,11.47,3.8,345,0
34,57,13,24,7,10,719.6,0,70,0.711000025,28.34,4.6,50,0
37,94,21,14,1,11,721.2,0,70,0.694,24.46,6.2,348,0
37,37,16,5,5,1,717,0,45,0.002,22.85,5.1,285,0
5,174,27,9,4,7,718.3,0,82,0.022,15.36,3.7,312,0
20,86,33,27,1,6,723.5,0,78,0,10.9,7.1,117,0
29,63,31,0,2,17,716.4,0,66,0.159,27.51,10.5,109,0
28,125,27,6,2,10,719,0,70,0.726000011,28.88,4.3,21,0
16,97,7,1,5,1,717.7,0,85,0,20.97,3,235,0
43,80,24,2,7,12,717.2,0,58,0.86,31.97,9.6,71,0
4,159,11,9,1,8,719.1,0,65,0.168,16.7,3.5,246,0
33,95,12,13,3,16,715.1,0,74,0.282,26.24,8.8,90,0
61,86,21,9,5,13,718.8,0,38,0.691,20.9,12.3,114,0
14,56,40,16,6,5,719.7,0,80,0,21.95,3.8,347,0
7,147,12,4,5,8,723.6,0,72,0.133,15.75,3.8,303,0
8,68,25,13,5,2,716.8,0,92,0.003,21.5,10.2,133,0
8,94,26,3,1,1,725.5,0,72,0,11.47,2.6,99,0
9,75,34,7,5,1,717.6,0,84,0,24.53,9.7,93,0
12,34,14,11,7,0,715.7,0,87,0,23.94,10.7,101,0
45,105,22,25,2,15,719.3,0,45,0.535,28.61,12.9,111,0
26,67,5,4,7,9,725.4,0,81,0.457,23.58,5.3,56,0
19,130,11,9,6,20,723.9,0,32,0,20.87,9.5,121,0
5,113,25,8,5,3,721.5,0,94,0.065,22.08,4.7,74,0
25,115,32,17,5,18,713.9,0,67,0.075,29.58,12.8,118,0
33,65,39,16,7,18,713.5,0,60,0.06,31.71,13,119,0
46,84,27,1,3,16,716.6,0,35,0.208,28.43,10.6,110,0
35,111,13,4,5,20,721.1,0,53,0,17.39,19.3,117,0
22,81,16,2,2,19,718.8,0,45,0,22.85,9.4,90,0
10,74,37,4,7,1,719,0,86,0.071,23.89,6.9,92,0
27,65,16,0,5,19,713.8,0,59,0,26,9.3,113,0
30,34,14,1,1,4,717.9,0,89,0,18.83,6.9,105,0
54,63,13,1,6,12,719.5,0,33,0.629,35.22,7,65,0
39,60,16,1,7,14,719.4,0,64,0.598,24.59,13.4,112,0
71,54,18,3,1,11,718.1,0,39,0.839,32.52,6.6,74,0
7,79,27,19,6,6,717.3,0,84,0.022,23.92,5.5,105,0
6,72,22,33,5,19,718.1,0,69,0,27.21,5.7,112,0
19,75,10,40,5,19,722.6,0,61,0,17.28,8.6,354,0
7,30,26,19,3,6,717.2,0,85,0.012,23.06,4.4,74,0
22,24,16,9,6,8,723.9,0.05,96,0.019,7.75,9.4,88,0
40,106,25,0,5,14,717.7,0,64,0.682,30.2,11.3,121,0
42,68,21,8,6,10,721.3,0,61,0.684,22.61,5.9,75,0
10,79,15,6,2,0,716.8,0,93,0,20.8,4.1,87,0
10,58,29,23,7,12,720.8,0,89,0.096,20.22,10.4,330,0
23,122,13,3,7,19,716.7,0,59,0.008,30.24,11,121,0
37,69,23,16,7,17,713.3,0,57,0.256,32.28,14.4,111,0
5,46,12,33,3,23,723.9,0,95,0,8.08,1,84,0
9,47,24,2,3,5,717.1,0,85,0.002,23.24,4.9,54,0
28,85,22,23,5,10,716.7,0,78,0.53,26.47,7.5,95,0
19,48,15,1,7,12,719.5,0,90,0.153,17.01,3.4,83,0
15,32,32,1,4,3,714.1,0,79,0.021,24.35,6.3,74,0
4,94,36,2,7,6,715,0,94,0.018,20.86,4.4,281,0
24,49,7,11,1,11,719.9,0,72,0.734000027,27.86,6.4,74,0
6,101,17,14,5,20,728.5,0,72,0,9.93,3.6,8,0
8,12,8,8,3,21,727.1,0.01,94,0.001,5.6,8.2,103,0
3,101,39,10,7,3,713.7,0,89,0.011,22.38,2.8,54,0
24,16,10,4,7,10,725.1,0.03,92,0.092,16.25,11.8,348,0
60,80,19,7,1,15,708.8,0,34,0.546,34.87,14.7,121,0
4,144,39,25,3,21,716.9,0,60,0,23.4,2.9,70,0
26,71,20,6,7,16,717,0,69,0.127,25.44,9.7,106,0
34,70,23,13,5,16,719.3,0,41,0.349999994,34.18,12.6,115,0
9,100,27,8,4,8,718.1,0,94,0.102,19.48,6.4,352,0
14,44,19,3,7,1,719.4,0,68,0,26.52,6.7,54,0
21,71,33,18,6,18,723,0.01,92,0,16.32,12.1,85,0
50,81,26,4,7,13,716.6,0,52,0.863,33.33,10,65,0
6,95,38,10,1,5,716.9,0,95,0,14.06,4.1,294,0
52,70,39,14,4,11,721.9,0,53,0.722,29.99,9.9,87,0
43,77,17,13,5,15,717,0,65,0.384,29.58,6.7,86,0
29,62,10,19,5,17,719,0,41,0.241999999,34.22,11.6,105,0
25,104,5,16,4,11,719,0,76,0.349,19.03,6.4,32,0
50,137,15,26,7,14,720.6,0,41,0.424,24.83,4.6,19,0
24,51,14,15,1,1,724.4,0,88,0,19.77,8.3,104,0
44,28,9,3,4,23,720.7,0,50,0,18.52,7.7,125,0
39,127,32,4,2,16,716.5,0,45,0.531000018,33.98,13.8,121,0
13,55,6,44,7,14,720.3,0,83,0.083,20.36,13.8,350,0
4,51,29,12,2,5,719.9,0,87,0,23.48,3.8,12,0
12,147,26,36,6,8,716.2,0,91,0.21,24.8,5.5,62,0
13,51,12,7,7,8,717.8,0,82,0.182,26.23,4.7,64,0
19,116,25,1,4,9,719.8,0,87,0.307,20.1,6.5,110,0
27,56,19,15,7,7,716.6,0,86,0,21.56,3.6,74,0
28,65,33,6,5,19,716.3,0,49,0.011,32.23,10.4,129,0
41,51,16,10,3,11,720.3,0,42,0.769,21.11,11.2,2,0
6,37,13,3,7,18,725.5,0.05,94,0,4.11,5.4,35,0
16,37,29,1,1,9,720.5,0,96,0.235,16.19,7.7,123,0
5,112,39,31,4,7,719.8,0,94,0.04,18.05,2.7,67,0
24,125,29,9,4,10,717.3,0,76,0.325,26.51,5.2,58,0
19,67,24,0,7,9,722.4,0,81,0.300000012,24.27,7.7,114,0
10,49,13,1,6,15,727,0.07,85,0.054,7.13,6.6,359,0
22,99,25,10,1,20,717.9,0,63,0,28.81,13.9,119,0
19,106,24,48,5,22,718.1,0,79,0,24.37,14.4,104,0
12,15,8,2,4,1,726,0,94,0.009,5.32,8,106,0
20,75,13,2,6,0,726.1,0,84,0,16.77,8.5,104,0
17,46,5,2,3,22,722.3,0.01,96,0,14.31,5.9,121,0
7,65,33,15,6,2,718.7,0,94,0,19.67,2,56,0
61,133,40,7,5,16,715.9,0,50,0.387,30.72,13.4,105,0
4,111,24,5,2,6,717,0,96,0,19.46,2.7,40,0
10,84,26,9,6,22,717.9,0,76,0,25.93,12.3,101,0
9,84,29,14,4,4,718.2,0,86,0,24.36,5.4,66,0
46,51,21,0,3,17,715.5,0,47,0.021,27.82,8.9,123,0
17,59,26,8,5,22,728.6,0,91,0,10.09,8.8,116,0
7,74,33,22,2,8,718.3,0,96,0.032,19.58,3.4,70,0
5,15,8,2,5,8,724.3,0,96,0.023,3.93,4.8,354,0
8,209,30,11,4,9,718.9,0,81,0.127,17.07,5.1,8,0
78,180,35,28,5,12,717.9,0,52,0.732,29.73,6.9,95,0
13,68,30,16,1,3,712.6,0,80,0,24.27,3.1,140,0
42,79,40,13,3,11,717.3,0,65,0.828000009,29.9,7.3,111,0
21,88,35,1,4,18,717.9,0,77,0.021,24.86,11,106,0
32,56,21,8,3,18,715.8,0,50,0.001,26.55,7.4,117,0
14,104,22,3,2,21,721.9,0,42,0,21.62,6,125,0
46,93,7,2,3,15,717.9,0,40,0.472,25.25,12.8,112,0
23,81,37,10,5,18,717.1,0,70,0.052,27.38,12.3,109,0
11,33,11,4,6,12,727.4,0,93,0.076,6.27,7,344,0
14,72,20,2,2,8,720.5,0,83,0.164,23.82,4.1,38,0
30,45,12,22,4,3,719.8,0,82,0,22.17,6.8,97,0
4,29,16,5,1,6,722.9,0,96,0,8.11,2.4,55,0
27,63,32,25,7,19,715,0,38,0.004,35.41,12.4,93,0
3,159,36,19,5,6,717.7,0,82,0,8.5,2.1,328,0
20,54,7,8,3,0,719.4,0,49,0,19.25,3.3,50,0
23,32,15,33,1,19,717.2,0,50,0.006,32.95,9.6,128,0
31,22,8,10,5,2,734.3,0,77,0.04,6.29,10.7,8,0
35,66,16,1,2,15,730.6,0,62,0.213,12.31,9.7,106,0
19,76,36,26,3,6,718.1,0,93,0.002,16.2,6.3,102,0
19,22,6,0,3,5,721.2,0,82,0,7.39,6.8,334,0
3,69,11,5,7,2,714.6,0,88,0,21.08,3.1,358,0
36,67,20,5,4,15,724.5,0,53,0.49,17.45,10.9,120,0
34,52,12,3,6,13,731.1,0,59,0.351,8.65,8.8,119,0
19,90,38,22,1,14,722.6,0,87,0.214,12.85,5.4,93,0
12,91,19,24,4,19,721.6,0,46,0,21.16,8.2,102,0
10,86,20,11,7,19,719.6,0.04,88,0,18.91,2.7,73,0
23,82,28,9,1,18,719.7,0,80,0.009,13.5,6.8,106,0
30,59,33,11,4,18,716,0,39,0.089,35.48,11.3,124,0
2,119,26,4,2,2,717.4,0,91,0.275,16.55,3.4,330,0
5,81,30,0,4,5,721.7,0,95,0,8.21,2.4,333,0
8,89,31,14,2,5,717.9,0,86,0.003,25.43,4.4,80,0
16,42,8,9,7,10,720.5,0,95,0.096,15.04,7.3,107,0
17,154,33,0,3,10,719,0,88,0.137,24.82,9.8,101,0
32,76,19,19,1,12,723.1,0,69,0.317,15.18,4.1,17,0
32,57,10,14,3,3,717.3,0,55,0,19.29,11.4,353,0
22,87,15,32,5,11,718.9,0,83,0.312,25.19,7.3,97,0
6,138,9,38,1,22,721.1,0,79,0,21.3,4,21,0
15,20,6,11,2,5,724.2,0,95,0,10.51,3.7,109,0
32,52,30,6,2,11,721.1,0,62,0.815,30.27,9.8,67,0
9,15,11,5,2,12,727.8,0,94,0.125,6.1,9.3,340,0
27,89,6,15,4,16,718,0,72,0.257,23.03,5.5,115,0
3,60,15,9,2,6,716.7,0,80,0.011,21.09,0.9,314,0
27,58,29,13,4,21,717.7,0,39,0,24.89,6.3,304,0
5,63,5,22,2,8,717.2,0,67,0.265,28.7,1.5,321,0
27,96,25,5,6,16,718.6,0,37,0.551999986,33.65,17.8,116,0
45,91,16,2,5,15,717.8,0,41,0.457,21.7,15.4,108,0
16,42,7,6,3,10,724.8,0,82,0.092,6.88,7,14,0
9,64,15,6,5,18,727.1,0,91,0.001,10.88,9.1,123,0
60,57,34,12,4,13,720.6,0,47,0.733,31.72,10.8,95,0
30,46,18,18,1,18,717.1,0,44,0.076,32.6,7.1,107,0
6,54,15,5,1,5,721.8,0,90,0,21.82,4.9,53,0
46,110,16,38,5,13,716.3,0,66,0.603,26.68,6,45,0
12,109,35,15,1,4,717.2,0,89,0,17.18,5,124,0
16,40,11,22,3,0,729.5,0,76,0,8.56,4.5,101,0
13,76,23,6,1,0,717.4,0,75,0,27.29,9.3,56,0
8,69,10,2,1,7,722.3,0,91,0.057,22.43,3.9,41,0
6,116,39,9,4,6,722.9,0,59,0,14.53,2.9,262,0
41,75,10,31,7,21,715.3,0,61,0,26.72,15,107,0
17,55,17,0,5,2,725.6,0,79,0,8.27,2.9,20,0
10,62,22,13,6,5,720,0,86,0,21.09,3.9,41,0
19,54,26,13,3,2,717.4,0,82,0.004,24.23,6.4,98,0
29,79,27,2,5,15,718.4,0,47,0.59799999,32.27,14.4,120,0
9,85,15,9,3,9,720.2,0,90,0.061,16.38,5.5,8,0
27,100,26,5,4,18,715.6,0,58,0.011,15.89,12,105,0
24,87,21,14,7,9,728.9,0,67,0.184,7.74,6.7,99,0
12,105,12,20,5,8,720.4,0,83,0.180000007,23.7,4.1,53,0
31,41,29,2,7,3,719.8,0,81,0,22.17,4.8,34,0
15,68,19,10,5,22,726,0,86,0,4.16,4.7,114,0
21,70,20,0,4,15,720.8,0,58,0.364,29.86,14.5,117,0
18,78,37,16,3,22,716.4,0,69,0,28.28,12.9,98,0
19,157,25,14,7,18,723.8,0,58,0.002,13.9,6,122,0
55,59,22,1,4,14,719.9,0,42,0.646,32.36,11.7,112,0
41,80,26,10,3,11,718.1,0,56,0.816,31.46,6.9,52,0
60,84,33,12,7,13,719.5,0,44,0.887,31.52,8,42,0
6,123,27,12,5,2,717.4,0,91,0,19.72,3.3,30,0
10,59,19,4,6,7,731.3,0,73,0.008,6.12,4.4,103,0
22,45,32,2,4,17,717.3,0,57,0.03,29.07,10.6,131,0
3,136,19,15,6,5,725.7,0,69,0,15.47,2.3,26,0
3,87,12,12,2,0,716.1,0,86,0,21.84,0.9,10,0
18,134,13,33,1,20,716.8,0,49,0,32.88,13.6,83,0
24,192,11,24,5,11,720.7,0,69,0.704,21.35,18.4,360,0
28,101,23,17,1,9,713,0,65,0.438,28.69,6.9,317,0
35,92,23,9,2,13,716.5,0,51,0.889999986,34.1,11.3,91,0
45,82,35,3,2,16,722.3,0,56,0.161,19.16,10.3,100,0
21,57,11,1,3,17,719.3,0,77,0.043,24.46,10.7,95,0
44,50,22,9,2,14,721.8,0,23,0.605,27.62,6.8,9,0
10,65,22,2,6,2,716.7,0,80,0,25.46,6.9,86,0
22,119,23,16,4,10,718.5,0,52,0.472,20.38,6.4,334,0
4,41,25,9,4,7,723,0,95,0.019,14.04,4.1,325,0
33,72,17,12,5,13,717.8,0,74,0.303,27.23,3.9,351,0
17,131,28,32,3,18,713.9,0,82,0.017,20.23,8.6,96,0
27,146,31,3,5,23,720.3,0,69,0,17.21,5.4,111,0
31,67,18,40,5,16,714.1,0,61,0.369,30.78,13.5,123,0
22,74,15,5,6,8,731.9,0,68,0.039,6.43,10.5,125,0
3,73,15,21,4,7,717.8,0,96,0.079,19.12,1.7,64,0
8,55,7,2,3,7,717.2,0,83,0.099,23.89,3.7,14,0
15,69,21,1,5,19,727,0,84,0,4.63,6.7,124,0
65,52,5,4,5,13,720.7,0,39,0.861,33.15,6.9,80,0
7,132,37,30,3,21,718.5,0,76,0,21.97,5.5,121,0
28,69,29,1,5,16,718,0,44,0.512000024,32.86,15.4,128,0
36,53,15,2,5,20,719.4,0,60,0,20.58,8.9,98,0
5,103,32,16,6,2,719.6,0,80,0,14.77,3.8,355,0
61,117,38,1,3,13,717.5,0,51,0.874000013,32.8,9.4,108,0
9,41,17,9,5,8,718.8,0,95,0.018,13.3,8,350,0
5,31,22,7,5,1,721.4,0,93,0.071,22.47,5.8,60,0
62,100,37,15,6,16,717.7,0,56,0.484,32.01,11.3,101,0
10,53,18,2,2,22,722.2,0,90,0,17.2,6,110,0
6,44,24,7,3,7,729.7,0,85,0.003,7.58,2.8,149,0
34,77,32,26,1,18,719.8,0,49,0.045,28.29,14.3,107,0
3,47,23,6,7,8,720,0,96,0.143,19.61,3.5,316,0
39,55,14,2,2,13,720.2,0,49,0.734,32.96,11.1,80,0
11,86,8,18,2,3,721.4,0,91,0.062,17.72,0.9,279,0
40,204,33,14,3,11,725.5,0,37,0.543,22.25,5.1,312,0
3,110,37,25,4,7,721,0,81,0.082,24.66,1.4,94,0
6,25,8,2,4,7,719.5,0,81,0.103,25.05,5,65,0
21,50,21,3,4,19,720.3,0,52,0.001,30.93,13,94,0
12,24,5,4,6,21,729.9,0,88,0,4.96,9.5,351,0
65,49,15,18,6,12,720.8,0,50,0.822,24.93,8.3,99,0
2,85,30,21,2,3,716.5,0,91,0.165,16.22,2.1,13,0
37,91,27,6,1,12,719.9,0,71,0.465999991,27.39,5.9,101,0
21,130,37,2,3,18,717.9,0,69,0.045,25.64,9.1,115,0
20,101,31,15,2,23,721,0,87,0,20.86,13.5,104,0
6,120,36,5,2,0,726.2,0,45,0.001,14.24,1.3,319,0
24,42,23,7,2,1,717.2,0,91,0,21.28,11.6,101,0
4,115,35,3,5,21,718.5,0,87,0,20.59,8.9,103,0
38,99,28,11,1,13,717.1,0,62,0.406,32.12,12,86,0
10,100,35,30,1,8,718.8,0,96,0.111,16.5,3.1,348,0
19,53,5,20,4,2,716.3,0.02,96,0,18.85,2,82,0
55,34,10,9,1,14,718,0,44,0.641,31.62,8.4,65,0
31,59,22,8,6,21,720.7,0,57,0,23.13,8.7,121,0
46,67,25,20,4,11,717.8,0,66,0.842000008,28.31,7.8,90,0
38,92,36,2,3,12,717.7,0,52,0.864,32.03,10,103,0
13,61,30,1,5,0,720.7,0,76,0.001,26.16,8.7,87,0
54,42,28,10,1,12,719.1,0,59,0.867,31.17,7.9,94,0
10,21,5,0,5,1,725.2,0.01,94,0,4.74,6.2,344,0
28,54,15,34,6,12,719.8,0,72,0.428,26.73,8.5,96,0
21,126,40,6,4,23,717.7,0,84,0,18.23,8.9,117,0
50,47,18,3,7,15,717.8,0,34,0.56,35.17,9.9,79,0
33,101,6,18,4,10,719,0,67,0.701,30.07,4.2,59,0
38,67,17,1,1,9,718.3,0,59,0.543,30.49,4.5,8,0
9,63,8,4,6,7,726.5,0,92,0.01,15.54,5.4,56,0
28,79,22,21,1,14,720.2,0,44,0.827000022,32.46,12.3,124,0
37,64,10,18,1,11,719.4,0,67,0.783,29.45,6.3,70,0
11,100,20,12,2,23,721.7,0,46,0,19.93,4,107,0
18,77,24,6,7,22,719.9,0,73,0,26.41,10.1,103,0
19,38,18,1,3,17,723.6,0,70,0.083,10.97,7.8,84,0
19,92,17,6,2,11,733.5,0,74,0.339,10.42,4.2,66,0
35,69,15,5,4,15,717.4,0,76,0.244,22.42,10,110,0
19,66,11,3,2,20,719.8,0,60,0.895,15.13,12.1,343,0
26,86,36,2,5,18,717.6,0,47,0.086000003,31.8,17.7,122,0
33,113,33,2,3,10,718.3,0,71,0.704999983,28.59,4.7,32,0
24,134,28,14,5,14,720.6,0,61,0.282,20.06,18.2,3,0
16,124,31,9,5,19,716,0,63,0,28.95,8.2,101,0
19,42,22,6,1,1,718.4,0,80,0,24.72,7.3,67,0
36,97,12,27,2,11,720.2,0,72,0.709,27.71,11.2,105,0
29,69,33,6,2,15,715.1,0,56,0.41,23.93,15.6,359,0
10,22,9,9,1,4,717.4,0,82,0,24.71,5.7,75,0
49,54,22,3,1,16,716.4,0,37,0.269,34.5,9,60,0
27,72,32,8,2,18,715.7,0,37,0.111,35.17,13.8,68,0
25,97,16,8,5,18,721.2,0,61,0.007,18.73,13.8,114,0
11,67,28,4,6,3,720.6,0,76,0,24.56,2.8,53,0
21,80,24,16,4,20,720.8,0,56,0,29.65,12.1,91,0
25,77,11,6,1,23,717.8,0,91,0,21.56,12.2,95,0
27,63,15,6,4,18,719.7,0,41,0.047,33.19,12.8,73,0
12,83,32,2,3,4,717.9,0,85,0,24.13,5.7,81,0
15,55,34,4,4,23,717.8,0,76,0,26.53,14,100,0
17,44,34,28,4,18,717.5,0,58,0.002,28.38,9.4,112,0
6,109,25,3,2,4,723.4,0,66,0.001,12.59,1.8,170,0
12,88,24,29,6,8,718.1,0,91,0.053,21.5,3.6,26,0
73,55,27,22,6,15,716.5,0,52,0.655,32.19,10.6,63,0
6,144,9,31,3,8,719.4,0,60,0.251,21.93,1.6,83,0
